,num,date_time,kWH,C,m/s,wet,mm,hr,non_electric_aircondition,sunlight,time_idx,energy_group,Week,24Hour
48584,24,2020-08-09 08:00:00,2975.184,24.1,3.4,100.0,38.0,0.0,1,1,1664,5,0,8
48585,24,2020-08-09 09:00:00,3040.416,24.4,4.2,100.0,21.3,0.0,1,1,1665,5,0,9
48586,24,2020-08-09 10:00:00,3023.568,24.4,3.4,100.0,9.2,0.0,1,1,1666,5,0,10
48587,24,2020-08-09 11:00:00,3081.456,24.6,3.5,100.0,17.7,0.0,1,1,1667,5,0,11
48588,24,2020-08-09 12:00:00,3099.6,24.9,3.1,100.0,11.7,0.0,1,1,1668,5,0,12
48589,24,2020-08-09 13:00:00,3052.08,25.3,4.1,100.0,2.9,0.0,1,1,1669,5,0,13
48590,24,2020-08-09 14:00:00,3076.272,24.9,3.5,100.0,5.9,0.0,1,1,1670,5,0,14
48591,24,2020-08-09 15:00:00,3009.312,26.8,4.1,91.0,0.0,0.0,1,1,1671,5,0,15
48592,24,2020-08-09 16:00:00,3033.072,26.4,6.9,89.0,0.6,0.0,1,1,1672,5,0,16
48593,24,2020-08-09 17:00:00,2996.784,25.9,3.4,92.0,0.4,0.0,1,1,1673,5,0,17
48594,24,2020-08-09 18:00:00,2950.56,26.1,2.0,91.0,0.0,0.0,1,1,1674,5,0,18
48595,24,2020-08-09 19:00:00,2986.416,26.7,3.0,86.0,0.0,0.0,1,1,1675,5,0,19
48596,24,2020-08-09 20:00:00,2988.144,26.2,2.2,90.0,0.0,0.0,1,1,1676,5,0,20
48597,24,2020-08-09 21:00:00,3020.976,25.9,1.8,92.0,0.0,0.0,1,1,1677,5,0,21
48598,24,2020-08-09 22:00:00,3017.52,25.7,1.4,93.0,0.0,0.0,1,1,1678,5,0,22
48599,24,2020-08-09 23:00:00,2945.376,25.6,1.5,93.0,0.0,0.0,1,1,1679,5,0,23
48600,24,2020-08-10 00:00:00,2963.088,25.2,1.4,94.0,0.0,0.0,1,1,1680,5,1,0
48601,24,2020-08-10 01:00:00,3255.552,25.2,1.5,97.0,0.0,0.0,1,1,1681,5,1,1
48602,24,2020-08-10 02:00:00,3200.688,25.9,2.8,93.0,0.0,0.0,1,1,1682,5,1,2
48603,24,2020-08-10 03:00:00,3211.056,25.9,1.4,91.0,0.0,0.0,1,1,1683,5,1,3
48604,24,2020-08-10 04:00:00,3197.232,25.7,1.9,91.0,0.0,0.0,1,1,1684,5,1,4
48605,24,2020-08-10 05:00:00,3039.984000000001,25.6,1.6,92.0,0.0,0.0,1,1,1685,5,1,5
48606,24,2020-08-10 06:00:00,3500.0640000000008,25.1,1.6,96.0,0.0,0.0,1,1,1686,5,1,6
48607,24,2020-08-10 07:00:00,3436.992,25.2,1.4,97.0,0.0,0.0,1,1,1687,5,1,7
48608,24,2020-08-10 08:00:00,3559.248,26.2,1.5,96.0,0.0,0.4,1,1,1688,5,1,8
48609,24,2020-08-10 09:00:00,3711.312,27.3,2.6,88.0,0.0,0.3,1,1,1689,5,1,9
48610,24,2020-08-10 10:00:00,3935.52,28.9,3.2,83.0,0.0,0.2,1,1,1690,5,1,10
48611,24,2020-08-10 11:00:00,3958.848,29.3,4.7,80.0,0.0,0.4,1,1,1691,5,1,11
48612,24,2020-08-10 12:00:00,3996.864,30.0,3.4,78.0,0.0,0.4,1,1,1692,5,1,12
48613,24,2020-08-10 13:00:00,4053.024,30.4,2.6,76.0,0.0,0.3,1,1,1693,5,1,13
48614,24,2020-08-10 14:00:00,4072.464,29.0,2.7,84.0,0.1,0.0,1,1,1694,5,1,14
48615,24,2020-08-10 15:00:00,4052.16,27.7,0.3,92.0,1.5,0.0,1,1,1695,5,1,15
48616,24,2020-08-10 16:00:00,3969.216,26.1,3.7,98.0,6.1,0.0,1,1,1696,5,1,16
48617,24,2020-08-10 17:00:00,3964.464,25.7,0.7,100.0,10.4,0.0,1,1,1697,5,1,17
48618,24,2020-08-10 18:00:00,3795.552,26.1,1.1,100.0,1.0,0.0,1,1,1698,5,1,18
48619,24,2020-08-10 19:00:00,3715.2,26.2,1.3,98.0,0.0,0.0,1,1,1699,5,1,19
48620,24,2020-08-10 20:00:00,3528.144,25.8,1.2,99.0,0.0,0.0,1,1,1700,5,1,20
48621,24,2020-08-10 21:00:00,3371.76,25.7,1.3,99.0,0.0,0.0,1,1,1701,5,1,21
48622,24,2020-08-10 22:00:00,3128.112,25.6,1.7,99.0,0.0,0.0,1,1,1702,5,1,22
48623,24,2020-08-10 23:00:00,3058.128,25.3,3.3,100.0,1.5,0.0,1,1,1703,5,1,23
48624,24,2020-08-11 00:00:00,3047.328,25.1,1.2,100.0,1.7,0.0,1,1,1704,5,2,0
48625,24,2020-08-11 01:00:00,3139.344,25.1,1.8,100.0,2.6,0.0,1,1,1705,5,2,1
48626,24,2020-08-11 02:00:00,3162.672,24.6,2.1,100.0,1.1,0.0,1,1,1706,5,2,2
48627,24,2020-08-11 03:00:00,3053.376,25.0,3.3,100.0,0.1,0.0,1,1,1707,5,2,3
48628,24,2020-08-11 04:00:00,3083.184,24.7,2.3,99.0,2.2,0.0,1,1,1708,5,2,4
48629,24,2020-08-11 05:00:00,3116.88,25.2,3.7,99.0,1.2,0.0,1,1,1709,5,2,5
48630,24,2020-08-11 06:00:00,3223.5840000000007,25.1,1.7,99.0,0.0,0.0,1,1,1710,5,2,6
48631,24,2020-08-11 07:00:00,3510.0,24.8,1.8,98.0,0.7,0.0,1,1,1711,5,2,7
48632,24,2020-08-11 08:00:00,3592.08,24.6,1.5,100.0,5.9,0.0,1,1,1712,5,2,8
48633,24,2020-08-11 09:00:00,3634.848,24.9,2.8,100.0,1.2,0.0,1,1,1713,5,2,9
48634,24,2020-08-11 10:00:00,3698.352,25.2,1.5,98.0,1.2,0.0,1,1,1714,5,2,10
48635,24,2020-08-11 11:00:00,3799.44,25.2,2.7,97.0,0.0,0.0,1,1,1715,5,2,11
48636,24,2020-08-11 12:00:00,3792.528,26.6,1.2,90.0,0.0,0.1,1,1,1716,5,2,12
48637,24,2020-08-11 13:00:00,3801.168,27.6,2.1,81.0,0.0,0.2,1,1,1717,5,2,13
48638,24,2020-08-11 14:00:00,3875.04,27.9,3.4,78.0,0.0,0.3,1,1,1718,5,2,14
48639,24,2020-08-11 15:00:00,3841.344,27.6,2.1,82.0,0.0,0.0,1,1,1719,5,2,15
48640,24,2020-08-11 16:00:00,3799.008,27.0,3.6,82.0,0.0,0.0,1,1,1720,5,2,16
48641,24,2020-08-11 17:00:00,3705.696,26.1,1.9,85.0,0.0,0.0,1,1,1721,5,2,17
48642,24,2020-08-11 18:00:00,3581.712,25.8,0.7,91.0,0.0,0.0,1,1,1722,5,2,18
48643,24,2020-08-11 19:00:00,3506.544000000001,24.6,1.8,93.0,0.0,0.0,1,1,1723,5,2,19
48644,24,2020-08-11 20:00:00,3421.44,24.2,0.8,96.0,0.0,0.0,1,1,1724,5,2,20
48645,24,2020-08-11 21:00:00,3417.552,23.9,0.4,98.0,0.0,0.0,1,1,1725,5,2,21
48646,24,2020-08-11 22:00:00,3397.248,23.6,0.3,99.0,0.0,0.0,1,1,1726,5,2,22
48647,24,2020-08-11 23:00:00,3166.992,23.5,0.0,100.0,0.0,0.0,1,1,1727,5,2,23
48648,24,2020-08-12 00:00:00,3149.712,23.9,0.5,100.0,0.0,0.0,1,1,1728,5,3,0
48649,24,2020-08-12 01:00:00,3075.408,24.0,0.1,100.0,0.0,0.0,1,1,1729,5,3,1
48650,24,2020-08-12 02:00:00,3051.216,23.8,0.4,100.0,0.0,0.0,1,1,1730,5,3,2
48651,24,2020-08-12 03:00:00,3018.384,24.2,0.8,100.0,0.0,0.0,1,1,1731,5,3,3
48652,24,2020-08-12 04:00:00,3024.864,23.5,0.3,100.0,0.0,0.0,1,1,1732,5,3,4
48653,24,2020-08-12 05:00:00,3085.344,24.0,0.0,100.0,0.0,0.0,1,1,1733,5,3,5
48654,24,2020-08-12 06:00:00,3214.9440000000004,24.6,0.6,99.0,0.0,0.0,1,1,1734,5,3,6
48655,24,2020-08-12 07:00:00,3283.632,24.9,0.5,96.0,0.0,0.0,1,1,1735,5,3,7
48656,24,2020-08-12 08:00:00,3442.608,26.2,1.0,93.0,0.0,0.1,1,1,1736,5,3,8
48657,24,2020-08-12 09:00:00,3666.816,26.6,0.3,91.0,0.0,0.0,1,1,1737,5,3,9
48658,24,2020-08-12 10:00:00,3789.504,27.5,1.3,87.0,0.0,0.1,1,1,1738,5,3,10
48659,24,2020-08-12 11:00:00,3850.416,28.4,0.7,83.0,0.0,0.2,1,1,1739,5,3,11
48660,24,2020-08-12 12:00:00,3728.592,29.4,0.8,82.0,0.0,0.1,1,1,1740,5,3,12
48661,24,2020-08-12 13:00:00,3805.92,30.0,0.7,75.0,0.0,0.5,1,1,1741,5,3,13
48662,24,2020-08-12 14:00:00,4085.856,30.4,0.9,75.0,0.0,0.0,1,1,1742,5,3,14
48663,24,2020-08-12 15:00:00,4208.976,30.6,0.8,76.0,0.0,0.0,1,1,1743,5,3,15
48664,24,2020-08-12 16:00:00,4124.736,28.6,3.9,87.0,0.0,0.0,1,1,1744,5,3,16
48665,24,2020-08-12 17:00:00,3981.744,28.2,1.6,92.0,0.0,0.0,1,1,1745,5,3,17
48666,24,2020-08-12 18:00:00,3858.624,28.1,0.9,92.0,0.0,0.0,1,1,1746,5,3,18
48667,24,2020-08-12 19:00:00,3762.72,28.2,1.3,91.0,0.0,0.0,1,1,1747,5,3,19
48668,24,2020-08-12 20:00:00,3719.952,27.4,0.2,94.0,0.0,0.0,1,1,1748,5,3,20
48669,24,2020-08-12 21:00:00,3638.304,27.4,0.0,95.0,0.0,0.0,1,1,1749,5,3,21
48670,24,2020-08-12 22:00:00,3410.64,27.2,2.8,92.0,0.0,0.0,1,1,1750,5,3,22
48671,24,2020-08-12 23:00:00,3373.92,26.7,0.6,93.0,0.0,0.0,1,1,1751,5,3,23
48672,24,2020-08-13 00:00:00,3390.336,26.4,1.2,94.0,0.0,0.0,1,1,1752,5,4,0
48673,24,2020-08-13 01:00:00,3354.048,26.3,1.3,95.0,0.0,0.0,1,1,1753,5,4,1
48674,24,2020-08-13 02:00:00,3319.488,26.2,0.9,96.0,0.0,0.0,1,1,1754,5,4,2
48675,24,2020-08-13 03:00:00,3344.112,25.9,0.9,97.0,0.0,0.0,1,1,1755,5,4,3
48676,24,2020-08-13 04:00:00,3279.744,26.1,1.3,97.0,0.0,0.0,1,1,1756,5,4,4
48677,24,2020-08-13 05:00:00,3328.992,26.0,1.3,96.0,0.0,0.0,1,1,1757,5,4,5
48678,24,2020-08-13 06:00:00,3531.168,26.0,1.5,96.0,0.0,0.0,1,1,1758,5,4,6
48679,24,2020-08-13 07:00:00,3580.416,26.2,1.7,95.0,0.0,0.0,1,1,1759,5,4,7
48680,24,2020-08-13 08:00:00,3714.336,27.0,2.3,91.0,0.0,0.0,1,1,1760,5,4,8
48681,24,2020-08-13 09:00:00,3837.024,27.8,2.7,87.0,0.0,0.0,1,1,1761,5,4,9
48682,24,2020-08-13 10:00:00,4070.304,28.5,2.6,84.0,0.0,0.1,1,1,1762,5,4,10
48683,24,2020-08-13 11:00:00,4118.688,29.8,2.8,79.0,0.0,0.5,1,1,1763,5,4,11
48684,24,2020-08-13 12:00:00,4088.88,29.7,2.7,79.0,0.0,0.2,1,1,1764,5,4,12
48685,24,2020-08-13 13:00:00,4109.184,30.3,3.1,78.0,0.0,0.0,1,1,1765,5,4,13
48686,24,2020-08-13 14:00:00,4155.407999999999,30.1,3.8,78.0,0.0,0.0,1,1,1766,5,4,14
48687,24,2020-08-13 15:00:00,4172.255999999999,31.4,4.0,73.0,0.0,0.2,1,1,1767,5,4,15
48688,24,2020-08-13 16:00:00,4173.12,31.1,4.5,73.0,0.0,0.6,1,1,1768,5,4,16
48689,24,2020-08-13 17:00:00,4128.624,31.0,3.2,75.0,0.0,0.0,1,1,1769,5,4,17
48690,24,2020-08-13 18:00:00,3852.144,30.2,3.4,79.0,0.0,0.0,1,1,1770,5,4,18
48691,24,2020-08-13 19:00:00,3777.84,29.8,2.7,80.0,0.0,0.0,1,1,1771,5,4,19
48692,24,2020-08-13 20:00:00,3696.624,28.4,1.6,87.0,0.0,0.0,1,1,1772,5,4,20
48693,24,2020-08-13 21:00:00,3661.632,27.6,0.5,92.0,0.0,0.0,1,1,1773,5,4,21
48694,24,2020-08-13 22:00:00,3615.408,27.8,2.0,88.0,0.0,0.0,1,1,1774,5,4,22
48695,24,2020-08-13 23:00:00,3538.512,27.0,1.3,93.0,0.0,0.0,1,1,1775,5,4,23
48696,24,2020-08-14 00:00:00,3453.84,27.0,0.5,94.0,0.0,0.0,1,1,1776,5,5,0
48697,24,2020-08-14 01:00:00,3451.68,27.1,3.1,91.0,0.0,0.0,1,1,1777,5,5,1
48698,24,2020-08-14 02:00:00,3399.408,27.3,3.1,89.0,0.0,0.0,1,1,1778,5,5,2
48699,24,2020-08-14 03:00:00,3377.808,27.1,2.9,89.0,0.0,0.0,1,1,1779,5,5,3
48700,24,2020-08-14 04:00:00,3377.376,27.0,3.4,89.0,0.0,0.0,1,1,1780,5,5,4
48701,24,2020-08-14 05:00:00,3395.952,26.6,3.0,90.0,0.0,0.0,1,1,1781,5,5,5
48702,24,2020-08-14 06:00:00,3499.2,26.5,2.2,91.0,0.0,0.0,1,1,1782,5,5,6
48703,24,2020-08-14 07:00:00,3584.304,27.2,2.8,88.0,0.0,0.4,1,1,1783,5,5,7
48704,24,2020-08-14 08:00:00,3700.944,27.4,3.1,86.0,0.0,0.4,1,1,1784,5,5,8
48705,24,2020-08-14 09:00:00,3788.208,27.5,3.3,86.0,0.0,0.0,1,1,1785,5,5,9
48706,24,2020-08-14 10:00:00,3866.832,27.5,3.2,89.0,0.0,0.0,1,1,1786,5,5,10
48707,24,2020-08-14 11:00:00,4099.248,29.5,4.4,82.0,0.0,0.5,1,1,1787,5,5,11
48708,24,2020-08-14 12:00:00,4002.912,29.5,4.4,82.0,0.0,0.0,1,1,1788,5,5,12
48709,24,2020-08-14 13:00:00,4122.576,28.2,5.2,87.0,0.0,0.0,1,1,1789,5,5,13
48710,24,2020-08-14 14:00:00,4027.536,28.7,4.3,86.0,0.0,0.0,1,1,1790,5,5,14
48711,24,2020-08-14 15:00:00,4037.904000000002,28.7,4.7,87.0,0.0,0.0,1,1,1791,5,5,15
48712,24,2020-08-14 16:00:00,3967.92,28.4,4.0,88.0,0.0,0.0,1,1,1792,5,5,16
48713,24,2020-08-14 17:00:00,3879.792,28.1,3.1,89.0,0.0,0.0,1,1,1793,5,5,17
48714,24,2020-08-14 18:00:00,3799.872,28.0,2.6,90.0,0.0,0.0,1,1,1794,5,5,18
48715,24,2020-08-14 19:00:00,3692.304,27.7,2.4,91.0,0.0,0.0,1,1,1795,5,5,19
48716,24,2020-08-14 20:00:00,3503.952,27.3,3.2,92.0,0.0,0.0,1,1,1796,5,5,20
48717,24,2020-08-14 21:00:00,3366.144,27.2,2.6,93.0,0.0,0.0,1,1,1797,5,5,21
48718,24,2020-08-14 22:00:00,3310.416,27.0,2.1,92.0,0.0,0.0,1,1,1798,5,5,22
48719,24,2020-08-14 23:00:00,3360.528,26.9,2.6,92.0,0.0,0.0,1,1,1799,5,5,23
48720,24,2020-08-15 00:00:00,3473.712,26.8,2.0,93.0,0.0,0.0,1,1,1800,5,6,0
48721,24,2020-08-15 01:00:00,3356.208,26.8,2.9,92.0,0.0,0.0,1,1,1801,5,6,1
48722,24,2020-08-15 02:00:00,3349.296,26.7,2.1,92.0,0.0,0.0,1,1,1802,5,6,2
48723,24,2020-08-15 03:00:00,3308.688,26.5,2.5,93.0,0.0,0.0,1,1,1803,5,6,3
48724,24,2020-08-15 04:00:00,3300.048,25.9,1.3,96.0,1.2,0.0,1,1,1804,5,6,4
48725,24,2020-08-15 05:00:00,3254.256,25.5,2.1,99.0,9.5,0.0,1,1,1805,5,6,5
48726,24,2020-08-15 06:00:00,3250.8,25.5,0.9,100.0,9.4,0.0,1,1,1806,5,6,6
48727,24,2020-08-15 07:00:00,3300.9120000000007,25.4,2.3,100.0,11.7,0.0,1,1,1807,5,6,7
48728,24,2020-08-15 08:00:00,3274.128,25.2,1.3,100.0,10.1,0.0,1,1,1808,5,6,8
48729,24,2020-08-15 09:00:00,3339.36,25.4,1.9,100.0,1.6,0.0,1,1,1809,5,6,9
48730,24,2020-08-15 10:00:00,3367.8720000000008,25.7,2.1,100.0,2.0,0.0,1,1,1810,5,6,10
48731,24,2020-08-15 11:00:00,3286.656,26.0,1.5,100.0,1.1,0.0,1,1,1811,5,6,11
48732,24,2020-08-15 12:00:00,3243.024000000001,26.5,1.5,98.0,0.0,0.0,1,1,1812,5,6,12
48733,24,2020-08-15 13:00:00,3221.4240000000004,26.8,2.6,97.0,0.0,0.0,1,1,1813,5,6,13
48734,24,2020-08-15 14:00:00,3248.208,27.3,2.0,95.0,0.0,0.0,1,1,1814,5,6,14
48735,24,2020-08-15 15:00:00,3271.536,28.0,1.9,93.0,0.0,0.0,1,1,1815,5,6,15
48736,24,2020-08-15 16:00:00,3328.992,28.5,2.0,91.0,0.0,0.3,1,1,1816,5,6,16
48737,24,2020-08-15 17:00:00,3311.712,29.1,1.5,88.0,0.0,0.5,1,1,1817,5,6,17
48738,24,2020-08-15 18:00:00,3267.216,28.6,1.2,89.0,0.0,0.4,1,1,1818,5,6,18
48739,24,2020-08-15 19:00:00,3259.8720000000008,27.8,1.1,93.0,0.0,0.0,1,1,1819,5,6,19
48740,24,2020-08-15 20:00:00,3004.992,27.5,1.1,92.0,0.0,0.0,1,1,1820,5,6,20
48741,24,2020-08-15 21:00:00,2939.76,27.0,0.8,94.0,0.0,0.0,1,1,1821,5,6,21
48742,24,2020-08-15 22:00:00,2925.504000000001,26.2,0.1,97.0,0.0,0.0,1,1,1822,5,6,22
48743,24,2020-08-15 23:00:00,2954.88,26.3,1.2,98.0,0.0,0.0,1,1,1823,5,6,23
48744,24,2020-08-16 00:00:00,3021.408,25.7,1.6,98.0,0.0,0.0,1,1,1824,5,0,0
48745,24,2020-08-16 01:00:00,3185.568,26.1,1.1,94.0,0.0,0.0,1,1,1825,5,0,1
48746,24,2020-08-16 02:00:00,2948.4,25.4,1.3,95.0,0.0,0.0,1,1,1826,5,0,2
48747,24,2020-08-16 03:00:00,2989.44,25.1,1.3,97.0,0.0,0.0,1,1,1827,5,0,3
48748,24,2020-08-16 04:00:00,2938.896,24.8,1.1,96.0,0.0,0.0,1,1,1828,5,0,4
48749,24,2020-08-16 05:00:00,2933.712,25.2,1.5,94.0,0.0,0.0,1,1,1829,5,0,5
48750,24,2020-08-16 06:00:00,2950.128,25.1,1.5,95.0,0.0,0.0,1,1,1830,5,0,6
48751,24,2020-08-16 07:00:00,3144.96,25.5,1.7,93.0,0.0,0.0,1,1,1831,5,0,7
48752,24,2020-08-16 08:00:00,3184.272,26.2,2.8,91.0,0.0,0.0,1,1,1832,5,0,8
48753,24,2020-08-16 09:00:00,3211.488,26.8,3.2,90.0,0.0,0.0,1,1,1833,5,0,9
48754,24,2020-08-16 10:00:00,3216.24,27.9,3.2,87.0,0.0,0.1,1,1,1834,5,0,10
48755,24,2020-08-16 11:00:00,3243.024000000001,29.1,3.1,80.0,0.0,0.6,1,1,1835,5,0,11
48756,24,2020-08-16 12:00:00,3197.664,30.3,3.2,76.0,0.0,0.6,1,1,1836,5,0,12
48757,24,2020-08-16 13:00:00,3127.68,30.5,4.2,74.0,0.0,0.8,1,1,1837,5,0,13
48758,24,2020-08-16 14:00:00,3134.16,30.8,4.0,73.0,0.0,0.9,1,1,1838,5,0,14
48759,24,2020-08-16 15:00:00,3187.296,30.7,3.8,73.0,0.0,1.0,1,1,1839,5,0,15
48760,24,2020-08-16 16:00:00,3201.12,30.7,3.8,74.0,0.0,0.4,1,1,1840,5,0,16
48761,24,2020-08-16 17:00:00,3240.0,30.7,3.3,74.0,0.0,0.9,1,1,1841,5,0,17
48762,24,2020-08-16 18:00:00,3280.608,28.8,3.4,79.0,0.0,0.5,1,1,1842,5,0,18
48763,24,2020-08-16 19:00:00,3230.496,28.2,2.3,83.0,0.0,0.0,1,1,1843,5,0,19
48764,24,2020-08-16 20:00:00,3210.192,27.6,1.7,86.0,0.0,0.0,1,1,1844,5,0,20
48765,24,2020-08-16 21:00:00,3159.648,27.1,0.9,89.0,0.0,0.0,1,1,1845,5,0,21
48766,24,2020-08-16 22:00:00,3163.1040000000007,26.9,1.2,89.0,0.0,0.0,1,1,1846,5,0,22
48767,24,2020-08-16 23:00:00,3178.656,26.6,1.2,92.0,0.0,0.0,1,1,1847,5,0,23
48768,24,2020-08-17 00:00:00,3237.84,26.4,0.7,94.0,0.0,0.0,1,1,1848,5,1,0
48769,24,2020-08-17 01:00:00,3200.256,26.2,0.6,94.0,0.0,0.0,1,1,1849,5,1,1
48770,24,2020-08-17 02:00:00,2995.488,26.0,0.8,96.0,0.0,0.0,1,1,1850,5,1,2
48771,24,2020-08-17 03:00:00,2958.336,25.7,1.1,97.0,0.0,0.0,1,1,1851,5,1,3
48772,24,2020-08-17 04:00:00,2932.848,25.8,1.4,97.0,0.0,0.0,1,1,1852,5,1,4
48773,24,2020-08-17 05:00:00,2932.848,25.9,0.8,94.0,0.0,0.0,1,1,1853,5,1,5
48774,24,2020-08-17 06:00:00,2949.264,25.8,0.6,94.0,0.0,0.0,1,1,1854,5,1,6
48775,24,2020-08-17 07:00:00,3170.016,26.4,0.3,89.0,0.0,0.0,1,1,1855,5,1,7
48776,24,2020-08-17 08:00:00,3287.52,27.5,1.1,87.0,0.0,0.4,1,1,1856,5,1,8
48777,24,2020-08-17 09:00:00,3328.992,28.0,0.9,84.0,0.0,0.4,1,1,1857,5,1,9
48778,24,2020-08-17 10:00:00,3271.536,28.5,0.6,81.0,0.0,0.1,1,1,1858,5,1,10
48779,24,2020-08-17 11:00:00,3246.9120000000007,29.6,1.3,75.0,0.0,0.3,1,1,1859,5,1,11
48780,24,2020-08-17 12:00:00,3226.608,31.5,1.5,68.0,0.0,0.8,1,1,1860,5,1,12
48781,24,2020-08-17 13:00:00,3245.184,31.2,2.1,70.0,0.0,1.0,1,1,1861,5,1,13
48782,24,2020-08-17 14:00:00,3268.512,31.8,2.1,63.0,0.0,1.0,1,1,1862,5,1,14
48783,24,2020-08-17 15:00:00,3256.416,32.1,1.7,66.0,0.0,0.7,1,1,1863,5,1,15
48784,24,2020-08-17 16:00:00,3440.448,32.0,2.6,71.0,0.0,1.0,1,1,1864,5,1,16
48785,24,2020-08-17 17:00:00,3566.16,31.5,2.9,73.0,0.0,1.0,1,1,1865,5,1,17
48786,24,2020-08-17 18:00:00,3586.896,30.3,3.1,74.0,0.0,1.0,1,1,1866,5,1,18
48787,24,2020-08-17 19:00:00,3498.768,29.1,2.4,78.0,0.0,0.7,1,1,1867,5,1,19
48788,24,2020-08-17 20:00:00,3284.496,27.6,1.1,84.0,0.0,0.0,1,1,1868,5,1,20
48789,24,2020-08-17 21:00:00,3253.3920000000007,26.5,0.9,89.0,0.0,0.0,1,1,1869,5,1,21
48790,24,2020-08-17 22:00:00,3189.024000000001,25.8,0.3,91.0,0.0,0.0,1,1,1870,5,1,22
48791,24,2020-08-17 23:00:00,3174.336,25.2,0.8,94.0,0.0,0.0,1,1,1871,5,1,23
48792,24,2020-08-18 00:00:00,3217.968,25.2,0.6,95.0,0.0,0.0,1,1,1872,5,2,0
48793,24,2020-08-18 01:00:00,3207.6,24.5,0.7,97.0,0.0,0.0,1,1,1873,5,2,1
48794,24,2020-08-18 02:00:00,3227.472,24.3,0.5,98.0,0.0,0.0,1,1,1874,5,2,2
48795,24,2020-08-18 03:00:00,3212.784,23.9,0.4,99.0,0.0,0.0,1,1,1875,5,2,3
48796,24,2020-08-18 04:00:00,3240.0,23.7,0.2,100.0,0.0,0.0,1,1,1876,5,2,4
48797,24,2020-08-18 05:00:00,3256.848,23.5,0.6,100.0,0.0,0.0,1,1,1877,5,2,5
48798,24,2020-08-18 06:00:00,3205.8720000000008,23.5,0.5,100.0,0.0,0.0,1,1,1878,5,2,6
48799,24,2020-08-18 07:00:00,3176.0640000000008,24.0,0.7,100.0,0.0,0.0,1,1,1879,5,2,7
48800,24,2020-08-18 08:00:00,3564.864,24.5,0.3,100.0,0.0,0.0,1,1,1880,5,2,8
48801,24,2020-08-18 09:00:00,3684.096,25.6,1.1,97.0,0.0,0.0,1,1,1881,5,2,9
48802,24,2020-08-18 10:00:00,3734.64,26.8,1.0,87.0,0.0,0.0,1,1,1882,5,2,10
48803,24,2020-08-18 11:00:00,3763.152,28.3,2.1,82.0,0.0,0.7,1,1,1883,5,2,11
48804,24,2020-08-18 12:00:00,3681.072,29.0,2.6,74.0,0.0,1.0,1,1,1884,5,2,12
48805,24,2020-08-18 13:00:00,3690.144,30.0,2.5,72.0,0.0,1.0,1,1,1885,5,2,13
48806,24,2020-08-18 14:00:00,3742.848,30.8,2.4,66.0,0.0,1.0,1,1,1886,5,2,14
48807,24,2020-08-18 15:00:00,3954.96,31.5,2.5,61.0,0.0,1.0,1,1,1887,5,2,15
48808,24,2020-08-18 16:00:00,3973.104,31.8,2.3,59.0,0.0,1.0,1,1,1888,5,2,16
48809,24,2020-08-18 17:00:00,3908.736,31.4,2.2,59.0,0.0,1.0,1,1,1889,5,2,17
48810,24,2020-08-18 18:00:00,3823.632,30.8,2.3,63.0,0.0,1.0,1,1,1890,5,2,18
48811,24,2020-08-18 19:00:00,3749.328,29.3,1.7,74.0,0.0,0.7,1,1,1891,5,2,19
48812,24,2020-08-18 20:00:00,3568.32,27.6,1.3,78.0,0.0,0.0,1,1,1892,5,2,20
48813,24,2020-08-18 21:00:00,3424.4640000000004,26.3,1.2,84.0,0.0,0.0,1,1,1893,5,2,21
48814,24,2020-08-18 22:00:00,3339.792,25.5,0.9,89.0,0.0,0.0,1,1,1894,5,2,22
48815,24,2020-08-18 23:00:00,3291.408,24.9,1.2,94.0,0.0,0.0,1,1,1895,5,2,23
48816,24,2020-08-19 00:00:00,3093.984000000001,24.3,0.2,97.0,0.0,0.0,1,1,1896,5,3,0
48817,24,2020-08-19 01:00:00,3080.592,24.7,1.0,95.0,0.0,0.0,1,1,1897,5,3,1
48818,24,2020-08-19 02:00:00,3105.216,23.8,0.4,97.0,0.0,0.0,1,1,1898,5,3,2
48819,24,2020-08-19 03:00:00,3141.072,23.3,0.5,98.0,0.0,0.0,1,1,1899,5,3,3
48820,24,2020-08-19 04:00:00,3140.64,23.1,0.6,99.0,0.0,0.0,1,1,1900,5,3,4
48821,24,2020-08-19 05:00:00,3125.52,23.0,1.2,100.0,0.0,0.0,1,1,1901,5,3,5
48822,24,2020-08-19 06:00:00,3236.976,23.6,1.4,100.0,0.0,0.0,1,1,1902,5,3,6
48823,24,2020-08-19 07:00:00,3488.4,23.8,0.6,100.0,0.0,0.0,1,1,1903,5,3,7
48824,24,2020-08-19 08:00:00,3639.168,24.9,1.1,94.0,0.0,0.5,1,1,1904,5,3,8
48825,24,2020-08-19 09:00:00,3735.072,26.7,0.9,82.0,0.0,0.8,1,1,1905,5,3,9
48826,24,2020-08-19 10:00:00,3789.072,27.5,2.6,80.0,0.0,1.0,1,1,1906,5,3,10
48827,24,2020-08-19 11:00:00,3822.768,28.1,2.6,78.0,0.0,0.8,1,1,1907,5,3,11
48828,24,2020-08-19 12:00:00,3894.48,29.6,1.4,73.0,0.0,0.9,1,1,1908,5,3,12
48829,24,2020-08-19 13:00:00,4005.504,30.6,2.5,69.0,0.0,1.0,1,1,1909,5,3,13
48830,24,2020-08-19 14:00:00,4015.872,31.6,3.0,65.0,0.0,1.0,1,1,1910,5,3,14
